序号,词汇,核心词汇,核心词义,情感,词类,内容描述,11-医疗健康,品牌,平台,词源链接,负责人,关联核心词汇,关联核心词义,关联情感,关联词类,关联品类,关联品牌,关联平台 
686,打卡,参观记录,把磁卡放在磁卡机上使其读取相关内容。特指工作人员上下班时打卡或通过指纹机记录下到达或离开单位的时,中性,旧词新用,一起打卡跨界“影像音乐+”活动吧,4-数码家电,富士,新浪微博,https://weibo.com/7275525985/4963328720113831,,参观记录,把磁卡放在磁卡机上使其读取相关内容。特指工作人员上下班时打卡或通过指纹机记录下到达或离开单位的时,中性,旧词新用,4-数码家电,富士,新浪微博
687,智障,愚蠢,由于大脑生理缺陷或伤残而导致的智力障碍。,消极,旧词新用,本人生活二十多年居然是个智障,,,新浪微博,https://weibo.com/7190522839/4962294796125943,,愚蠢,由于大脑生理缺陷或伤残而导致的智力障碍。,消极,旧词新用,,,新浪微博
688,视界,眼界,视野、眼界,中性,旧词新用,一块大屏两种视界,5-汽车出行,吉利几何,新浪微博,https://weibo.com/7051313846/4963337186314750?tsid=2388384000012254789,,眼界,视野、眼界,中性,旧词新用,5-汽车出行,吉利几何,新浪微博
689,座驾,专车,指专供某人乘坐的汽车：,中性,新造词汇,快来领走你的专属座驾吧,5-汽车出行,吉利几何,新浪微博,https://weibo.com/7051313846/4963337186314750?tsid=2388384000012254789,,专车,指专供某人乘坐的汽车：,中性,新造词汇,5-汽车出行,吉利几何,新浪微博
690,好物,好东西,好用的物品或产品,积极,简略词汇,家庭必备好物,2-美妆个护,无,新浪微博,https://weibo.com/7847327287/4958597705369933?tsid=2388728000012264525,,好东西,好用的物品或产品,积极,简略词汇,2-美妆个护,无,新浪微博
691,出逃,逃离,逃出去（脱离家庭或国家,积极,新造词汇,一起精神出逃，有机会获得12月惊喜派对的入场门票哦 ,8-旅游文娱,无,新浪微博,https://weibo.com/1798539915/4963211849764730,,逃离,逃出去（脱离家庭或国家,积极,新造词汇,8-旅游文娱,无,新浪微博
692,KPI,绩效指标,关键绩效指标，常用于工作或任务目标,中性,字母词汇,实习生KPI将率先破百,12-游戏应用,无,新浪微博,https://weibo.com/1878335471/4963420664496784,,绩效指标,关键绩效指标，常用于工作或任务目标,中性,字母词汇,12-游戏应用,无,新浪微博
693,「金」猫,高端天猫,高端版的天猫形象,积极,新造词汇,是天猫，也是天「金」猫,10-家居生活,天猫,新浪微博,https://weibo.com/u/page/like/6106152703,,高端天猫,高端版的天猫形象,积极,新造词汇,10-家居生活,天猫,新浪微博
694,追光者计划,环保行动,环保行动,积极,新造词汇,如果海失去了蓝色，会怎样？跟随BYD CLUB， 一起守护海洋的蓝色之心，拒绝使用一次性塑料，将这片蔚蓝还原成我们心中的梦！#BYDCLUB# #追光者计划# 比亚迪汽车的微博视频 ​​​,5-汽车出行,比亚迪,新浪微博,https://weibo.com/u/page/like/6106152703,,环保行动,环保行动,积极,新造词汇,5-汽车出行,比亚迪,新浪微博
695,“益”百分生活,健康生活,有益健康、积极向上的生活方式,积极,新造词汇,什么是“益”百分生活？参与安慕希,1-餐饮食品,安慕希,新浪微博,https://weibo.com/u/page/like/6106152703,,健康生活,有益健康、积极向上的生活方式,积极,新造词汇,1-餐饮食品,安慕希,新浪微博
696,千层套路,多重策略,复杂、多层次的策略或手段,积极,旧词新用,不用担心，三招教你轻松识破网络钓鱼的“千层套路”，更好华为AI防火墙助你安全防范。,4-数码家电,华为,新浪微博,https://weibo.com/u/page/like/6106152703,,多重策略,复杂、多层次的策略或手段,积极,旧词新用,4-数码家电,华为,新浪微博
697,折叠体验官,体验者,体验折叠屏手机的用户或代言人,中性,新造词汇,"#华为MateX5# 与“折叠体验官”谢霆锋@锋味 一起，
锋向，自成风向。",4-数码家电,华为,新浪微博,https://weibo.com/u/page/like/6106152703,,体验者,体验折叠屏手机的用户或代言人,中性,新造词汇,4-数码家电,华为,新浪微博
698,不给糖就捣蛋 回归,万圣节传统,万圣节传统活动,中性,旧词新用,"不给糖就捣蛋🎃😈
全年断货王🔥旺仔万圣节QQ糖🔥回归！",1-餐饮食品,旺仔,新浪微博,https://weibo.com/u/page/like/6106152703,,万圣节传统,万圣节传统活动,中性,旧词新用,1-餐饮食品,旺仔,新浪微博
699,高能联动,强强合作,多方合作、强强联合的活动或项目,中性,旧词新用,"溜溜梅全国七省环游计划启动！
四川、湖北、江西、安徽、河南、江苏、山东
多城高能联动，60+场次随心打卡",1-餐饮食品,溜溜梅,新浪微博,https://weibo.com/u/3656309854,,强强合作,多方合作、强强联合的活动或项目,中性,旧词新用,1-餐饮食品,溜溜梅,新浪微博
700,梅好礼遇,,与“梅”相关的美好礼物或优惠,积极,新造词汇,梅好礼遇，给你无限能量！,1-餐饮食品,溜溜梅,新浪微博,https://weibo.com/u/3656309854,,,与“梅”相关的美好礼物或优惠,积极,新造词汇,1-餐饮食品,溜溜梅,新浪微博
701,卡脖子,关键技术瓶颈,制约产业发展的关键技术瓶颈,消极,旧词新用, 攻克“卡脖子”技术,11-医疗健康,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-10/25/nw.D110000gmrb_20231025_1-13.htm,周卓妍,关键技术瓶颈,制约产业发展的关键技术瓶颈,消极,旧词新用,11-医疗健康,无,光明日报
702,酒王,领袖,在白酒行业中被视为标杆和代表的品牌,中性,旧词新用,中国酒王,1-餐饮食品,五粮液,光明日报,https://epaper.gmw.cn/gmrb/html/2023-10/01/nw.D110000gmrb_20231001_1-08.htm,,领袖,在白酒行业中被视为标杆和代表的品牌,中性,旧词新用,1-餐饮食品,五粮液,光明日报
703,秀场,舞台,举办各类文化演艺、群众活动的公共展示空间,中性,旧词新用,营造永久的城市“秀场”提供舞台,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-09/26/nw.D110000gmrb_20230926_1-12.htm,,舞台,举办各类文化演艺、群众活动的公共展示空间,中性,旧词新用,8-旅游文娱,无,光明日报
704,出圈,破圈,突破原有圈子或领域，获得更广泛的知名度和影响力,积极,新造词汇,“冠军之城”宁波在谋求更大范围“出圈”,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-09/22/nw.D110000gmrb_20230922_1-11.htm,,破圈,突破原有圈子或领域，获得更广泛的知名度和影响力,积极,新造词汇,8-旅游文娱,无,光明日报
705,良性联动,协同互动,积极的、互惠互动的合作机制,积极,旧词新用,良性联动 构建办学新格局,6-教育培训,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-09/21/nw.D110000gmrb_20230921_1-12.htm,,协同互动,积极的、互惠互动的合作机制,积极,旧词新用,6-教育培训,无,光明日报
706,扩大公益“朋友圈”,拓展公益合作,吸引更多合作伙伴加入，共同壮大公益力量,积极,新造词汇,不断扩大公益“朋友圈”,6-教育培训,贵州茅台,光明日报,https://epaper.gmw.cn/gmrb/html/2023-09/15/nw.D110000gmrb_20230915_1-12.htm,,拓展公益合作,吸引更多合作伙伴加入，共同壮大公益力量,积极,新造词汇,6-教育培训,贵州茅台,光明日报
707,石榴员,基层协调员,在基层负责促进民族团结、联系服务各族群众的专职或兼职工作人员,中性,简略词汇,培育“石榴员”,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-09/14/nw.D110000gmrb_20230914_1-08.htm,,基层协调员,在基层负责促进民族团结、联系服务各族群众的专职或兼职工作人员,中性,简略词汇,8-旅游文娱,无,光明日报
708,“阅空间”“舞空间”“艺空间”“美术新空间”,主题馆,以阅读、舞蹈、综合艺术以及美术为主题的公共文化空间，主题式社会拓展服务点,中性,简略词汇,“阅空间”“舞空间”“艺空间”“美术新空间”等为社会拓展服务点的“2+10+185+N”公共文化阵地服务体系,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-08/28/nw.D110000gmrb_20230828_1-16.htm,,主题馆,以阅读、舞蹈、综合艺术以及美术为主题的公共文化空间，主题式社会拓展服务点,中性,简略词汇,8-旅游文娱,无,光明日报
709,草原骑士,藏族骑马者,生活在囊谦草原上，技艺娴熟、骁勇强悍的藏族骑马者,中性,旧词新用,-,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-05/22/nw.D110000gmrb_20230522_1-16.htm,,藏族骑马者,生活在囊谦草原上，技艺娴熟、骁勇强悍的藏族骑马者,中性,旧词新用,8-旅游文娱,无,光明日报
710,追求绿色,绿色发展,通过植树造林等行动，改善生态环境、防治沙害的长期奋斗,积极,旧词新用,我们应该追求绿色,8-旅游文娱,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-06/05/nw.D110000gmrb_20230605_1-12.htm,,绿色发展,通过植树造林等行动，改善生态环境、防治沙害的长期奋斗,积极,旧词新用,8-旅游文娱,无,光明日报
711,开道,开路,打破常规、开辟新的发展道路和模式,积极,简略词汇,开道超车,11-医疗健康,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-06/26/nw.D110000gmrb_20230626_1-16.htm,,开路,打破常规、开辟新的发展道路和模式,积极,简略词汇,11-医疗健康,无,光明日报
712,全球行,世界巡展,世界范围内的系列推广活动,中性,旧词新用,五粮液和美全球行,1-餐饮食品,五粮液,光明日报,https://epaper.gmw.cn/gmrb/html/2023-07/10/nw.D110000gmrb_20230710_1-12.htm,,世界巡展,世界范围内的系列推广活动,中性,旧词新用,1-餐饮食品,五粮液,光明日报
713,比学赶超氛围,争先氛围 ,通过比较、学习、追赶和超越，形成促进共同进步的竞争氛围,积极,新造词汇,比、学、赶、超”的浓厚氛围,6-教育培训,无,光明日报,https://epaper.gmw.cn/gmrb/html/2023-01/05/nw.D110000gmrb_20230105_1-10.htm,,争先氛围 ,通过比较、学习、追赶和超越，形成促进共同进步的竞争氛围,积极,新造词汇,6-教育培训,无,光明日报
714,以踏实为气质，以创新为勇气,内修笃行，外求突破,既稳健务实又富有开拓精神的独特企业品格,积极,旧词新用,以踏实为气质，以创新为勇气,11-医疗健康,华彬集团,光明日报,https://epaper.gmw.cn/gmrb/html/2023-03/06/nw.D110000gmrb_20230306_1-16.htm,,内修笃行，外求突破,既稳健务实又富有开拓精神的独特企业品格,积极,旧词新用,11-医疗健康,华彬集团,光明日报
715,保持“慢速度”,人性化节奏,主动为老年客户等特殊群体提供贴心、从容、非数字化的服务,积极,旧词新用,在科技迅速发展的快节奏下保持“慢速度”,7-金融保险,中国农业银行,光明日报,https://epaper.gmw.cn/gmrb/html/2023-03/07/nw.D110000gmrb_20230307_1-10.htm,,人性化节奏,主动为老年客户等特殊群体提供贴心、从容、非数字化的服务,积极,旧词新用,7-金融保险,中国农业银行,光明日报
716,城市智慧水管家,智慧水务系统,利用先进技术（如物联网、大数据等）对城市供排水、污水处理、管网运维等进行高效整合与监控，实现水资源的优化管理和环境保护,积极,新造词汇,以“城市智慧水管家”开启中国城市水环境治理的新局面,10-家居生活,三峡集团,光明日报,https://epaper.gmw.cn/gmrb/html/2023-03/09/nw.D110000gmrb_20230309_1-10.htm,,智慧水务系统,利用先进技术（如物联网、大数据等）对城市供排水、污水处理、管网运维等进行高效整合与监控，实现水资源的优化管理和环境保护,积极,新造词汇,10-家居生活,三峡集团,光明日报
